MEF,DISPOSITIF_FORMATION,FORMATION_DIPLOME,DUREE_DISPOSITIF,ANNEE_DISPOSITIF,LIBELLE_COURT,LIBELLE_LONG,DATE_OUVERTURE,DATE_FERMETURE,STATUT_MEF,NB_OPTION_OBLIGATOIRE,NB_OPTION_FACULTATIF,RENFORCEMENT_LANGUE,DUREE_PROJET,DUREE_STAGE,HORAIRE,MEF_INSCRIPTION_SCOLARITE,MEF_STAT_11,MEF_STAT_9,DATE_INTERVENTION,LIBELLE_EDITION,N_COMMENTAIRE
3512099999.0,351.0,36Z20999,9.0,9.0,TP3   20999,TP3    SPE.PLURI-TECHNO DE PRODUCTION,01/09/2019,,4.0,,,N,,,N,O,3A200020999,3A2000209,26/07/2019,Tp3 spe.pluri-techno de production,
2402543811.0,240.0,50025438,1.0,1.0,1CAP1 25438,1CAP1  REAL.IND.CHAUD.SOUD. OP.B SOUDAGE,01/09/2018,,3.0,0.0,,N,,,N,O,23110025438,231100254,30/03/2020,1cap1 réalisations industrielles option B soudage,GH1
2403361511.0,240.0,50033615,1.0,1.0,1CAP1 33615,1CAP1  ESTHETIQUE COSMETIQUE PARFUMERIE,01/09/2019,,3.0,0.0,,N,,,N,O,23110033615,231100336,30/03/2020,1cap1 esthétique cosmétique parfumerie,GH1
1001002311.0,100.0,67010023,1.0,1.0,6THEAT,6EME THEATRE,01/09/2008,,1.0,1.0,,N,,,O,O,21110010023,211100100,22/03/2018,6ème théâtre,
2472500731.0,247.0,40025007,3.0,1.0,2NDPRO25007,2NDPRO MAINTENANCE EQUIPEMENTS INDUST.,01/09/2008,31/08/2021,3.0,1.0,,N,,,O,O,23810025007,238100250,29/05/2020,2ndpro maintenance des équipements industriels,GH1. Report fermeture d'un an suite à la crise sanitaire
1001002811.0,100.0,67010028,1.0,1.0,6E BCD,6EME BILANGUE DANSE,01/09/2016,,1.0,2.0,,N,,,O,O,21110010028,211100100,26/04/2018,6ème bilangue danse,Abandon notion de continuité
2472530631.0,247.0,40025306,3.0,1.0,2NDPRO25306,2NDPRO AERONAUTIQUE 2NDE COMMUNE,01/09/2016,31/08/2020,1.0,1.0,,N,,,O,O,23810025306,238100253,17/03/2020,2ndpro aéronautique 2nde commune,Réforme bac pro 2022 réservé au scolaire. Réforme de la voie pro RS 2020
2472521731.0,247.0,40025217,3.0,1.0,2NDPRO25217,2NDPRO MAINTEN. MATERIELS 2NDE COMMUNE,01/09/2016,31/08/2021,1.0,1.0,,N,,,O,O,23810025217,238100252,21/05/2021,2ndpro maintenance des matériels 2nde commune,Réforme bac pro 2022 réservé au scolaire
2762100433.0,276.0,40321004,3.0,3.0,TLPROA21004,TLPROA CGEA,01/09/2018,,3.0,1.0,2.0,N,,,O,N,23831021004,238310210,30/03/2017,tlproa cgea,
2403222711.0,240.0,50032227,1.0,1.0,1CAP1 32227,1CAP1  SIGNALETIQUE ET DECORS GRAPHIQUES,01/09/2018,,3.0,0.0,,N,,,N,O,23110032227,231100322,30/03/2020,1cap1 signalétique et décors graphiques,GH1
2762111333.0,276.0,40321113,3.0,3.0,TLPROA21113,TLPROA CGEVV,01/09/2018,,3.0,1.0,2.0,N,,,O,N,23831021113,238310211,30/03/2017,tlproa cge vitivinicole,Remplace le Bac Pro CGEA Vigne et vin
2472521831.0,247.0,40025218,3.0,1.0,2NDPRO25218,2NDPRO MAINTENANCE VEHIC. 2NDE COMMUNE,01/09/2016,31/08/2021,1.0,1.0,,N,,,O,O,23810025218,238100252,21/05/2021,2ndpro maintenance des véhicules 2nde commune,Réforme bac pro 2022 réservé au scolaire
2472500531.0,247.0,40025005,3.0,1.0,2NDPRO25005,2NDPRO PRODUCTIQUE MECA. OPT.DECOLLETAGE,01/09/1995,31/08/2021,3.0,1.0,,N,,,O,O,23810025005,238100250,24/05/2021,2ndpro productique mécanique option décolletage,GH1
2472510631.0,247.0,40025106,3.0,1.0,2NDPRO25106,2NDPRO TECHNICIEN D'USINAGE,01/09/2008,31/08/2021,3.0,1.0,,N,,,O,O,23810025106,238100251,24/05/2021,2ndpro technicien d'usinage,GH1
2472510731.0,247.0,40025107,3.0,1.0,2NDPRO25107,2NDPRO TECHNICIEN OUTILLEUR,01/09/2008,31/08/2021,3.0,1.0,,N,,,O,O,23810025107,238100251,24/05/2021,2ndpro technicien outilleur,GH1
2422344932.0,242.0,50023449,3.0,2.0,2CAP3 23449,2CAP3  MENUISIER INSTALLATEUR,01/09/2022,,3.0,1.0,,N,,,O,O,23320023449,233200234,26/04/2023,2cap3 menuisier installateur,
2472550931.0,247.0,40025509,3.0,1.0,2NDPRO25509,2NDPRO TECHNIC. FROID CONDITIONNEMT AIR,01/09/2008,31/08/2021,3.0,1.0,,N,,,O,O,23810025509,238100255,24/05/2021,2ndpro technicien du froid et du conditionnement d'air,GH1
2423430131.0,242.0,50034301,3.0,1.0,1CAP3 34301,1CAP3 AGENT DE LA QUALITE DE L'EAU,01/09/1995,31/08/2020,3.0,1.0,,N,0.0,0.0,O,O,23310034301,233100343,26/03/2020,1cap3 agent de la qualite de l'eau,Réouverture suite à réforme dès RS 2019-Circulaire 2020-002 du 15/01/2020 : fermeture dès RS2020
2472300631.0,247.0,40023006,3.0,1.0,2NDPRO23006,2NDPRO TECHN. ETUDES BATIM. 2NDE COMMUNE,01/09/2016,31/08/2020,1.0,1.0,,N,,,O,O,23810023006,238100230,29/03/2020,2ndpro technicien d'études du bâtiment 2nde commune,Réforme bac pro 2022 réservé au scolaire
2001001511.0,200.0,47010015,1.0,1.0,2DEGT2,2DEGT2 (CAS GENERAL 2 ENS.EXPLO),01/09/2010,31/08/2019,1.0,4.0,,N,,,O,O,22111410015,221114100,13/11/2018,2degt2 (cas general 2 ens.explo),
3512199999.0,351.0,36Z21999,9.0,9.0,TP3   21999,"TP3    AGRICULTURE, PECHE, FORET",01/09/2019,,4.0,,,N,,,N,O,3A200021999,3A2000219,26/07/2019,"Tp3 agriculture, peche, foret",
3512299999.0,351.0,36Z22999,9.0,9.0,TP3   22999,TP3    TRANSFORMATIONS,01/09/2019,,4.0,,,N,,,N,O,3A200022999,3A2000229,26/07/2019,Tp3 transformations,
2553099999.0,255.0,46Z30999,9.0,9.0,TP4   30999,TP4    SPEC.PLURIV. DES SERVICES,01/09/2019,,4.0,,,N,,,N,O,23E00030999,23E000309,26/07/2019,Tp4 spec.pluriv. des services,
2552499999.0,255.0,46Z24999,9.0,9.0,TP4   24999,TP4    MATERIAUX SOUPLES,01/09/2019,,4.0,,,N,,,N,O,23E00024999,23E000249,26/07/2019,Tp4 materiaux souples,
2553399999.0,255.0,46Z33999,9.0,9.0,TP4   33999,TP4    SERVICES AUX PERSONNES,01/09/2019,,4.0,,,N,,,N,O,23E00033999,23E000339,26/07/2019,Tp4 services aux personnes,
2553199999.0,255.0,46Z31999,9.0,9.0,TP4   31999,TP4    ECHANGES ET GESTION,01/09/2019,,4.0,,,N,,,N,O,23E00031999,23E000319,26/07/2019,Tp4 echanges et gestion,
2543130622.0,254.0,45031306,2.0,2.0,2BP2  31306,2BP2   ASSURANCES,01/09/1998,31/08/2018,3.0,0.0,,N,,,N,O,25120031306,251200313,24/03/2016,2bp2   assurances,
2552599999.0,255.0,46Z25999,9.0,9.0,TP4   25999,TP4    MECANIQUE ELECTRICITE ELECTRON.,01/09/2019,,4.0,,,N,,,N,O,23E00025999,23E000259,26/07/2019,Tp4 mecanique electricite electron.,
2472500831.0,247.0,40025008,3.0,1.0,2NDPRO25008,2NDPRO ELECTROMECANICIEN MARINE,01/09/2009,31/08/2019,3.0,1.0,,N,,,O,O,23810025008,238100250,07/05/2019,2ndpro électromécanicien marine,
2553499999.0,255.0,46Z34999,9.0,9.0,TP4   34999,TP4    SERVICES A LA COLLECTIVITE,01/09/2019,,4.0,,,N,,,N,O,23E00034999,23E000349,26/07/2019,Tp4 services a la collectivite,
2551099999.0,255.0,46Z10999,9.0,9.0,TP4   10999,TP4    FORMATIONS GENERALES,01/09/2019,,4.0,,,N,,,N,O,23E00010999,23E000109,26/07/2019,Tp4 formations generales,
2472521131.0,247.0,40025211,3.0,1.0,2NDPRO25211,2NDPRO MAINT.MATERIELS OPT.A AGRICOLES,01/09/2008,31/08/2016,3.0,1.0,,N,,,O,O,23810025211,238100252,24/03/2016,2ndpro maintenance des matériels option A agricoles,GH1
2552299999.0,255.0,46Z22999,9.0,9.0,TP4   22999,TP4    TRANSFORMATIONS,01/09/2019,,4.0,,,N,,,N,O,23E00022999,23E000229,26/07/2019,Tp4 transformations,
2422322233.0,242.0,50023222,3.0,3.0,3CAP3 23222,3CAP3  CONSTRUCTEUR OUVRAGES BETON ARME,01/09/2021,,3.0,1.0,,N,,,O,O,23330023222,233300232,10/05/2019,3cap3 constructeur d'ouvrages en béton armé,
2403400211.0,240.0,50034002,1.0,1.0,1CAP1 34002,1CAP1  AGT PREVENTION MEDIATION,01/09/1999,,3.0,0.0,,N,,,N,O,23110034002,231100340,30/03/2020,1cap1 agent de prévention et de médiation,GH3
2552199999.0,255.0,46Z21999,9.0,9.0,TP4   21999,"TP4    AGRICULTURE, PECHE, FORET",01/09/2019,,4.0,,,N,,,N,O,23E00021999,23E000219,26/07/2019,"Tp4 agriculture, peche, foret",
2402321711.0,240.0,50023217,1.0,1.0,1CAP1 23217,1CAP1  MACON,01/09/2003,31/08/2022,3.0,0.0,,N,,,N,O,23110023217,231100232,18/05/2021,1cap1 maçon,GH2
2422322231.0,242.0,50023222,3.0,1.0,1CAP3 23222,1CAP3  CONSTRUCTEUR OUVRAGES BETON ARME,01/09/2019,31/08/2020,3.0,1.0,,N,,,O,O,23310023222,233100232,26/03/2020,1cap3 constructeur d'ouvrages en béton armé,-Circulaire 2020-002 du 15/01/2020 : fermeture dès RS2020
2552099999.0,255.0,46Z20999,9.0,9.0,TP4   20999,TP4    SPE.PLURI-TECHNO DE PRODUCTION,01/09/2019,,4.0,,,N,,,N,O,23E00020999,23E000209,26/07/2019,Tp4 spe.pluri-techno de production,
2551399999.0,255.0,46Z13999,9.0,9.0,TP4   13999,TP4    LETTRES ET ARTS,01/09/2019,,4.0,,,N,,,N,O,23E00013999,23E000139,26/07/2019,Tp4 lettres et arts,
2412322221.0,241.0,50023222,2.0,1.0,1CAP2 23222,1CAP2  CONSTRUCTEUR OUVRAGES BETON ARME,01/09/2019,,3.0,1.0,,N,,,O,O,23210023222,232100232,10/05/2019,1cap2 constructeur d'ouvrages en béton armé,
2551299999.0,255.0,46Z12999,9.0,9.0,TP4   12999,TP4    SCIENCES HUMAINES ET DROIT,01/09/2019,,4.0,,,N,,,N,O,23E00012999,23E000129,26/07/2019,Tp4 sciences humaines et droit,
2412343721.0,241.0,50023437,2.0,1.0,1CAP2 23437,1CAP2  EBENISTE,01/09/2001,31/08/2017,3.0,1.0,,N,,,O,O,23210023437,232100234,28/03/2017,1cap2 ébéniste,GH1
2551199999.0,255.0,46Z11999,9.0,9.0,TP4   11999,TP4    MATHEMATIQUES ET SCIENCES,01/09/2019,,4.0,,,N,,,N,O,23E00011999,23E000119,26/07/2019,Tp4 mathematiques et sciences,
2422322232.0,242.0,50023222,3.0,2.0,2CAP3 23222,2CAP3  CONSTRUCTEUR OUVRAGES BETON ARME,01/09/2020,,3.0,1.0,,N,,,O,O,23320023222,233200232,10/05/2019,2cap3 constructeur d'ouvrages en béton armé,
2553299999.0,255.0,46Z32999,9.0,9.0,TP4   32999,TP4    COMMUNICATION ET INFORMATION,01/09/2019,,4.0,,,N,,,N,O,23E00032999,23E000329,26/07/2019,Tp4 communication et information,
2402242811.0,240.0,50022428,1.0,1.0,1CAP1 22428,1CAP1  ARTS DU VERRE ET DU CRISTAL,01/09/2010,,3.0,0.0,,N,,,N,O,23110022428,231100224,30/03/2020,1cap1 arts du verre et du cristal,GH1
2402431611.0,240.0,50024316,1.0,1.0,1CAP1 24316,1CAP1  CHAUSSURE,01/09/1999,,3.0,0.0,,N,,,N,O,23110024316,231100243,30/03/2020,1cap1 chaussure,GH1
2402322211.0,240.0,50023222,1.0,1.0,1CAP1 23222,1CAP1  CONSTRUCTEUR OUVRAGES BETON ARME,01/09/2020,,3.0,0.0,,N,,,N,O,23110023222,231100232,30/03/2020,1cap1 constructeur d'ouvrages en béton armé,
2552399999.0,255.0,46Z23999,9.0,9.0,TP4   23999,TP4    GENIE CIVIL CONSTRUCTION ET BOIS,01/09/2019,,4.0,,,N,,,N,O,23E00023999,23E000239,26/07/2019,Tp4 genie civil construction et bois,
2412322222.0,241.0,50023222,2.0,2.0,2CAP2 23222,2CAP2  CONSTRUCTEUR OUVRAGES BETON ARME,01/09/2020,,3.0,1.0,,N,,,O,O,23220023222,232200232,10/05/2019,2cap2 constructeur d'ouvrages en béton armé,
2562599999.0,256.0,56Z25999,9.0,9.0,TP5   25999,TP5    MECANIQUE ELECTRICITE ELECTRON.,01/09/2019,,4.0,,,N,,,N,O,23F00025999,23F000259,26/07/2019,Tp5 mecanique electricite electron.,
2563099999.0,256.0,56Z30999,9.0,9.0,TP5   30999,TP5    SPEC.PLURIV. DES SERVICES,01/09/2019,,4.0,,,N,,,N,O,23F00030999,23F000309,26/07/2019,Tp5 spec.pluriv. des services,
2563199999.0,256.0,56Z31999,9.0,9.0,TP5   31999,TP5    ECHANGES ET GESTION,01/09/2019,,4.0,,,N,,,N,O,23F00031999,23F000319,26/07/2019,Tp5 echanges et gestion,
2402521911.0,240.0,50025219,1.0,1.0,1CAP1 25219,1CAP1  MAINT.VEHIC.OPTB VEHIC.TRANS.ROUT,01/09/2015,,3.0,0.0,,N,,,N,O,23110025219,231100252,30/03/2020,1cap1 maintenance des véhicules opt. B véhicules de transport routier,GH1
2402432111.0,240.0,50024321,1.0,1.0,1CAP1 24321,1CAP1  SELLIER HARNACHEUR,01/09/2015,,3.0,0.0,,N,,,N,O,23110024321,231100243,30/03/2020,1cap1 sellier harnacheur,GH1
2402521311.0,240.0,50025213,1.0,1.0,1CAP1 25213,1CAP1  MAINT.MAT. OPT.MAT. PARCS JARDINS,01/09/2005,31/08/2017,3.0,1.0,,N,,,O,O,23110025213,231100252,09/05/2016,1cap1 maintenance de matériels option matériels de parcs et jardins,GH1
2402343811.0,240.0,50023438,1.0,1.0,1CAP1 23438,1CAP1  VANNERIE,01/09/2002,,3.0,0.0,,N,,,N,O,23110023438,231100234,30/03/2020,1cap1 vannerie,GH1
2412521321.0,241.0,50025213,2.0,1.0,1CAP2 25213,1CAP2  MAINT.MAT. OPT.MAT. PARCS JARDINS,01/09/2004,31/08/2016,3.0,1.0,,N,,,O,O,23210025213,232100252,09/05/2016,1cap2 maintenance de matériels option matériels de parcs et jardins,GH1
2402431911.0,240.0,50024319,1.0,1.0,1CAP1 24319,1CAP1  VETEMENT DE PEAU,01/09/1999,,3.0,0.0,,N,,,N,O,23110024319,231100243,30/03/2020,1cap1 vêtement de peau,GH1
2542331022.0,254.0,45023310,2.0,2.0,2BP2  23310,2BP2   PLATRERIE-PLAQUE,01/09/1998,31/08/2017,3.0,0.0,,N,,,N,O,25120023310,251200233,02/06/2016,2bp2   platrerie-plaque,
2412521221.0,241.0,50025212,2.0,1.0,1CAP2 25212,1CAP2  MAINT.MAT. OPT.MAT.TP MANUTENTION,01/09/2004,31/08/2016,3.0,1.0,,N,,,O,O,23210025212,232100252,09/05/2016,1cap2 maintenance des matériels opt. travaux publics et manutention,GH1
2403430311.0,240.0,50034303,1.0,1.0,1CAP1 34303,1CAP1 ASSAINISMT COLLECT.DECHETS LIQUID,01/09/1995,,3.0,0.0,,N,,,N,O,23110034303,231100343,30/03/2020,1cap1 agent d'assainissement et de collecte déchets liquides spéciaux,GH1 P
2101330211.0,210.0,43013302,1.0,1.0,2-DAN 13302,2_DAN TMD OPTION : DANSE,01/09/1992,31/08/2019,1.0,2.0,,N,,,O,O,22112113302,221121133,25/02/2019,2_dan techniques de la musique et de la danse option danse,Libellé conforme à l'arrêté
2563299999.0,256.0,56Z32999,9.0,9.0,TP5   32999,TP5    COMMUNICATION ET INFORMATION,01/09/2019,,4.0,,,N,,,N,O,23F00032999,23F000329,26/07/2019,Tp5 communication et information,
2423110731.0,242.0,50031107,3.0,1.0,1CAP3 31107,1CAP3 EMBALLEUR PROFESSIONNEL,01/09/1995,31/08/2020,3.0,1.0,,N,0.0,0.0,O,O,23310031107,233100311,26/03/2020,1cap3 emballeur professionnel,Réouverture suite à réforme dès RS 2019-Circulaire 2020-002 du 15/01/2020 : fermeture dès RS2020
3011201122.0,301.0,37012011,2.0,2.0,RE-D1,CPGE ENS RENNES SECTION D1  EN 1 AN,01/09/1992,31/08/2018,1.0,2.0,,N,,,O,O,31121312011,311213120,04/06/2018,Cpge ens Rennes section d1 en 1 an,
2402512311.0,240.0,50025123,1.0,1.0,1CAP1 25123,1CAP1 DECOLLETAGE : OPERATEUR REGLEUR,01/09/1995,,3.0,0.0,,N,,,N,O,23110025123,231100251,30/03/2020,1cap1 décolletage : opérateur régleur en décolletage,GH1 P
2412311921.0,241.0,50023119,2.0,1.0,1CAP2 23119,1CAP2  CONSTR. RESEAUX CANALISATIONS TP,01/09/2019,,3.0,1.0,,N,,,O,O,23210023119,232100231,10/05/2019,1cap2 constructeur de réseaux de canalisations de travaux publics,
2472550631.0,247.0,40025506,3.0,1.0,2NDPRO25506,2NDPRO ELECTROTEC. ENERG. EQUIP.COMMUNIC,01/09/2008,31/08/2016,3.0,1.0,,N,,,O,O,23810025506,238100255,24/03/2016,2ndpro électrotechnique énergie équipements communicants,GH1
2202240711.0,220.0,42022407,1.0,1.0,2BT   22407,2BT DESSIN.ARTS APPLIQ: CERAMIQUE,01/09/1992,31/08/2018,3.0,1.0,,N,,,O,O,22113122407,221131224,26/03/2018,2bt dessinateur en arts appliqués spécialité : céramique,
2412311922.0,241.0,50023119,2.0,2.0,2CAP2 23119,2CAP2  CONSTR. RESEAUX CANALISATIONS TP,01/09/2020,,3.0,1.0,,N,,,O,O,23220023119,232200231,10/05/2019,2cap2 constructeur de réseaux de canalisations de travaux publics,
2202330411.0,220.0,42023304,1.0,1.0,2BT   23304,2BT DESSINAT.ARTS APPLIQ: VOLUM.ARCHI,01/09/1992,31/08/2018,3.0,1.0,,N,,,O,O,22113123304,221131233,26/03/2018,2bt dessinateur en arts appliqués spécialité : volumes architecturaux,
2403430111.0,240.0,50034301,1.0,1.0,1CAP1 34301,1CAP1 AGENT DE LA QUALITE DE L'EAU,01/09/1995,,3.0,0.0,,N,,,N,O,23110034301,231100343,30/03/2020,1cap1 agent de la qualité de l'eau,GH2 PA
2473110531.0,247.0,40031105,3.0,1.0,2NDPRO31105,2NDPRO CGEM OPTION MARIN DE COMMERCE,01/09/2009,31/08/2018,3.0,,,N,,,N,O,23810031105,238100311,27/04/2018,2ndpro conduite & gestion entreprises maritimes opt. marin de commerce,Rénovation voie professionnelle - DISPOSITIF DU BAC PRO CGEM MARIN DU COMMERCE EN 3 ANS
2422311932.0,242.0,50023119,3.0,2.0,2CAP3 23119,2CAP3  CONSTR. RESEAUX CANALISATIONS TP,01/09/2020,,3.0,1.0,,N,,,O,O,23320023119,233200231,10/05/2019,2cap3 constructeur de réseaux de canalisations de travaux publics,
2422311933.0,242.0,50023119,3.0,3.0,3CAP3 23119,3CAP3  CONSTR. RESEAUX CANALISATIONS TP,01/09/2021,,3.0,1.0,,N,,,O,O,23330023119,233300231,10/05/2019,3cap3 constructeur de réseaux de canalisations de travaux publics,
2562499999.0,256.0,56Z24999,9.0,9.0,TP5   24999,TP5    MATERIAUX SOUPLES,01/09/2019,,4.0,,,N,,,N,O,23F00024999,23F000249,26/07/2019,Tp5 materiaux souples,
2402343011.0,240.0,50023430,1.0,1.0,1CAP1 23430,1CAP1 ARTS BOIS OP_A: SCULPTEUR ORNEMA.,01/09/1995,,3.0,0.0,,N,,,N,O,23110023430,231100234,30/03/2020,1cap1 arts du bois option A : sculpteur ornemaniste,GH1 P
2412332621.0,241.0,50023326,2.0,1.0,1CAP2 23326,1CAP2  METIERS PLATRE ET ISOLATION,01/09/2019,,3.0,1.0,,N,,,O,O,23210023326,232100233,10/05/2019,1cap2 métiers du plâtre et de l'isolation,
2402343111.0,240.0,50023431,1.0,1.0,1CAP1 23431,1CAP1 ARTS BOIS OP_B: TOURNEUR,01/09/1995,,3.0,0.0,,N,,,N,O,23110023431,231100234,30/03/2020,1cap1 arts du bois option B : tourneur,GH1 P
2473300431.0,247.0,40033004,3.0,1.0,2NDPRO33004,2NDPRO ACC.SOINS-S.PERS. OPT.EN STRUCTUR,01/09/2011,31/08/2022,4.0,0.0,,N,,,N,O,23810033004,238100330,19/04/2022,2ndpro accompagnement soins & services à la personne opt. en structure,Réforme bac pro 2022 réservé à l'apprentissage
2402242711.0,240.0,50022427,1.0,1.0,1CAP1 22427,1CAP1 ARTS & TECH.VERRE: DECORATEUR,01/09/1995,,3.0,0.0,,N,,,N,O,23110022427,231100224,30/03/2020,1cap1 arts et techniques du verre option décorateur,GH1 P
2403231011.0,240.0,50032310,1.0,1.0,1CAP1 32310,1CAP1  ASS.TECH.INSTR.MUSIQ. : ACCORDEON,01/09/2002,,3.0,0.0,,N,,,N,O,23110032310,231100323,30/03/2020,1cap1 assistant technique en instruments de musique option accordéon,GH1
2402234911.0,240.0,50022349,1.0,1.0,1CAP1 22349,1CAP1 BRONZIER OP_A: MONTEUR EN BRONZE,01/09/1995,,3.0,0.0,,N,,,N,O,23110022349,231100223,30/03/2020,1cap1 bronzier option A : monteur en bronze,GH1 P
2402235111.0,240.0,50022351,1.0,1.0,1CAP1 22351,1CAP1 BRONZIER OP_C: TOURNEUR SUR BRONZ,01/09/1995,,3.0,0.0,,N,,,N,O,23110022351,231100223,30/03/2020,1cap1 bronzier option C : tourneur sur bronze,GH1 P
2402342011.0,240.0,50023420,1.0,1.0,1CAP1 23420,1CAP1 CANNAGE ET PAILLAGE AMEUBLEMENT,01/09/1995,,3.0,0.0,,N,,,N,O,23110023420,231100234,30/03/2020,1cap1 cannage et paillage en ameublement,GH1 P
2402251011.0,240.0,50022510,1.0,1.0,1CAP1 22510,1CAP1  COMPOSIT.PLASTIQ.CHAUDRONNES,01/09/2001,,3.0,0.0,,N,,,N,O,23110022510,231100225,30/03/2020,"1cap1 composites, plastiques chaudronnés",GH3
2402311911.0,240.0,50023119,1.0,1.0,1CAP1 23119,1CAP1  CONSTR. RESEAUX CANALISATIONS TP,01/09/2020,,3.0,0.0,,N,,,N,O,23110023119,231100231,30/03/2020,1cap1 constructeur de réseaux de canalisations de travaux publics,
2403230711.0,240.0,50032307,1.0,1.0,1CAP1 32307,1CAP1 ACCESSOIRISTE REALISATEUR,01/09/1995,,3.0,0.0,,N,,,N,O,23110032307,231100323,30/03/2020,1cap1 accessoiriste réalisateur,GH1 P
2422321832.0,242.0,50023218,3.0,2.0,2CAP3 23218,2CAP3  COUVREUR,01/09/2020,31/08/2022,3.0,1.0,,N,,,O,O,23320023218,233200232,17/05/2021,2cap3  couvreur,Ajout suite à réforme dès RS2020
2422332631.0,242.0,50023326,3.0,1.0,1CAP3 23326,1CAP3  METIERS PLATRE ET ISOLATION,01/09/2019,31/08/2020,3.0,1.0,,N,,,O,O,23310023326,233100233,26/03/2020,1cap3 métiers du plâtre et de l'isolation,-Circulaire 2020-002 du 15/01/2020 : fermeture dès RS2020
2422332633.0,242.0,50023326,3.0,3.0,3CAP3 23326,3CAP3  METIERS PLATRE ET ISOLATION,01/09/2021,,3.0,1.0,,N,,,O,O,23330023326,233300233,10/05/2019,3cap3 métiers du plâtre et de l'isolation,
2403340811.0,240.0,50033408,1.0,1.0,1CAP1 33408,1CAP1  SERVICES HOTELIERS,01/09/2002,31/08/2018,3.0,1.0,,N,,,O,O,23110033408,231100334,17/03/2017,1cap1 services hôteliers,GH2
2403121411.0,240.0,50031214,1.0,1.0,1CAP1 31214,1CAP1  EMPLOYE COMMERCE MULTISPECIALITES,01/09/2001,31/08/2021,3.0,0.0,,N,,,N,O,23110031214,231100312,30/03/2020,1cap1 employé de commerce multi-spécialités,GH3
2422332632.0,242.0,50023326,3.0,2.0,2CAP3 23326,2CAP3  METIERS PLATRE ET ISOLATION,01/09/2020,,3.0,1.0,,N,,,O,O,23320023326,233200233,10/05/2019,2cap3 métiers du plâtre et de l'isolation,
2412214122.0,241.0,50022141,2.0,2.0,2CAP2 22141,2CAP2  PATISSIER,01/09/2020,,3.0,1.0,,N,,,O,O,23220022141,232200221,10/05/2019,2cap2 pâtissier,
2413361021.0,241.0,50033610,2.0,1.0,1CAP2 33610,1CAP2  COIFFURE,01/09/2008,31/08/2019,3.0,1.0,,N,,,O,O,23210033610,232100336,09/05/2019,1cap2 coiffure,GH1
2563499999.0,256.0,56Z34999,9.0,9.0,TP5   34999,TP5    SERVICES A LA COLLECTIVITE,01/09/2019,,4.0,,,N,,,N,O,23F00034999,23F000349,26/07/2019,Tp5 services a la collectivite,
2422214131.0,242.0,50022141,3.0,1.0,1CAP3 22141,1CAP3  PATISSIER,01/09/2019,31/08/2020,3.0,1.0,,N,,,O,O,23310022141,233100221,26/03/2020,1cap3 pâtissier,-Circulaire 2020-002 du 15/01/2020 : fermeture dès RS2020
2412332622.0,241.0,50023326,2.0,2.0,2CAP2 23326,2CAP2  METIERS PLATRE ET ISOLATION,01/09/2020,,3.0,1.0,,N,,,O,O,23220023326,232200233,10/05/2019,2cap2 métiers du plâtre et de l'isolation,
2422214133.0,242.0,50022141,3.0,3.0,3CAP3 22141,3CAP3  PATISSIER,01/09/2021,,3.0,1.0,,N,,,O,O,23330022141,233300221,10/05/2019,3cap3 pâtissier,
2472521231.0,247.0,40025212,3.0,1.0,2NDPRO25212,2NDPRO MAINT.MATERIELS OPT.B TP MANUTEN,01/09/2008,31/08/2016,3.0,1.0,,N,,,O,O,23810025212,238100252,24/03/2016,2ndpro maintenance des matériels opt. B travaux publics et manutention,GH1
2402521111.0,240.0,50025211,1.0,1.0,1CAP1 25211,1CAP1  MAINT.MAT. OPT.TRACTEURS MAT.AGRI,01/09/2005,31/08/2017,3.0,1.0,,N,,,O,O,23110025211,231100252,09/05/2016,1cap1 maintenance des matériels opt. tracteurs et matériels agricoles,GH1
3113342021.0,311.0,32033420,2.0,1.0,1BTS2 33420,1BTS2  TOURISME,01/09/2012,31/08/2019,3.0,2.0,,N,,,O,O,32211033420,322110334,17/05/2019,1bts2  tourisme,
2561399999.0,256.0,56Z13999,9.0,9.0,TP5   13999,TP5    LETTRES ET ARTS,01/09/2019,,4.0,,,N,,,N,O,23F00013999,23F000139,26/07/2019,Tp5 lettres et arts,
2402510811.0,240.0,50025108,1.0,1.0,1CAP1 25108,1CAP1 INSTRUMTS COUPANTS & DE CHIRURGIE,01/09/1995,,3.0,0.0,,N,,,N,O,23110025108,231100251,30/03/2020,1cap1 instruments coupants et de chirurgie,GH1 P
2402300211.0,240.0,50023002,1.0,1.0,1CAP1 23002,1CAP1 MAINTENANCE BATIMENTS DE COLLECT.,01/09/1995,31/08/2022,3.0,0.0,,N,,,N,O,23110023002,231100230,19/05/2021,1cap1 maintenance de bâtiments de collectivités,GH1 P
2422214132.0,242.0,50022141,3.0,2.0,2CAP3 22141,2CAP3  PATISSIER,01/09/2020,,3.0,1.0,,N,,,O,O,23320022141,233200221,10/05/2019,2cap3 pâtissier,
2412214121.0,241.0,50022141,2.0,1.0,1CAP2 22141,1CAP2  PATISSIER,01/09/2019,,3.0,1.0,,N,,,O,O,23210022141,232100221,10/05/2019,1cap2 pâtissier,
2412332721.0,241.0,50023327,2.0,1.0,1CAP2 23327,1CAP2  PEINTRE APPLICATEUR REVETEMENTS,01/09/2019,,3.0,1.0,,N,,,O,O,23210023327,232100233,10/05/2019,1cap2 peintre applicateur de revêtements,
